Profile,Industrial,Residential,Commercial,Governmental,Others,Central,Eastern,Western,Southern
24164.4168,6536.745318,10117.17258,3558.123032,2575.714381,1376.661492,6936.947909,7327.891022,7492.915508,2406.662366
25303.04456,6598.453153,10735.25675,3775.497945,2733.071416,1460.765293,7316.83155,7576.571694,7866.751243,2542.890073
25666.90154,6603.249111,10941.33515,3847.973955,2785.536578,1488.806744,7441.438282,7650.185993,7987.47163,2587.805635
24985.00548,6490.235337,10614.83257,3733.14579,2702.41282,1444.378962,7230.306207,7471.424249,7770.004222,2513.270798
25790.68179,6539.926938,11048.72015,3885.740341,2812.875549,1503.41881,7497.808826,7649.751476,8034.016598,2609.10489
25303.63588,6490.8166,10797.37273,3797.343604,2748.885421,1469.217524,7340.203475,7534.469122,7876.024479,2552.938804
24469.86242,6470.43,10330.53993,3633.162503,2630.035224,1405.694762,7056.69135,7362.097176,7600.187681,2450.886212
24738.51077,6441.355274,10501.41422,3693.257526,2673.537828,1428.945927,7155.713094,7403.656054,7692.070076,2487.071548
23810.66039,6352.00464,10020.1682,3524.007421,2551.018195,1363.461935,6854.560268,7185.686854,7390.731248,2379.682023
23559.60857,6363.537912,9869.460903,3471.004953,2512.64987,1342.954927,6765.390196,7140.716645,7306.185755,2347.31597
24057.3223,6339.849704,10168.71276,3576.24927,2588.83591,1383.674654,6942.348316,7229.547765,7473.867794,2411.558421
25118.06864,6299.77765,10800.51315,3798.448062,2749.684936,1469.644846,7317.24683,7422.952445,7830.360022,2547.509347
26006.44967,6256.261539,11335.36338,3986.550311,2885.851578,1542.422859,7633.369276,7581.025009,8129.763759,2662.291622
26799.44603,6211.701976,11816.0677,4155.609909,3008.233304,1607.833142,7916.780203,7719.883537,8397.502768,2765.279525
26163.4039,6201.124896,11457.09017,4029.360584,2916.841804,1558.986438,7699.432865,7590.341303,8186.661815,2686.967914
26367.94865,6237.513127,11553.60142,4063.302764,2941.412444,1572.118893,7762.229499,7644.93944,8251.684555,2709.095156
26685.83076,6258.29646,11724.1174,4123.271773,2984.823826,1595.321302,7867.520079,7715.760807,8355.752183,2746.797687
25283.52408,6197.176917,10954.3605,3852.554859,2788.85268,1490.579126,7396.462061,7415.327502,7894.090437,2577.644082
25303.80443,6236.543837,10943.40601,3848.702259,2786.063795,1489.088529,7394.991467,7434.766905,7897.521995,2576.524065
24542.30618,6330.347864,10452.5164,3676.060584,2661.089014,1422.292316,7111.857368,7321.433672,7636.115921,2472.899219
23956.51035,6421.287012,10064.11317,3539.46249,2562.206072,1369.441604,6890.009566,7241.615847,7433.441224,2391.44371
24342.81372,6390.492576,10303.50103,3623.653151,2623.151434,1402.015531,7030.027481,7305.695468,7564.634958,2442.45581
24116.95247,6424.472749,10154.36843,3571.204492,2585.18401,1381.722796,6944.72418,7274.496023,7486.582368,2411.149901
23722.66873,6553.24006,9854.170086,3465.627304,2508.757006,1340.874279,6780.862933,7247.271787,7344.470533,2350.063482
23829.61821,6576.217321,9902.364843,3482.576988,2521.026831,1347.432224,6812.846714,7277.36906,7378.135531,2361.266901
25001.73434,6520.908025,10606.82969,3730.331247,2700.375381,1443.289997,7229.480643,7486.753282,7772.986658,2512.513759
25315.21488,6593.788325,10744.91907,3778.896099,2735.531329,1462.080061,7322.037995,7577.141308,7871.195996,2544.839583
25650.67462,6578.060439,10946.47863,3849.782874,2786.846049,1489.506627,7441.256786,7637.106957,7984.193852,2588.117028
26179.91267,6588.421584,11244.28128,3954.517516,2862.663136,1530.029157,7621.771384,7745.508438,8159.498868,2653.133981
25293.45876,6463.147893,10807.4118,3800.874258,2751.441251,1470.583557,7342.644763,7521.610019,7874.969753,2554.234225
25954.42411,6512.695746,11158.32691,3924.288101,2840.780155,1518.333195,7560.209945,7671.351598,8090.821239,2632.04133
24480.31863,6371.997994,10393.03491,3655.14145,2645.945717,1414.198564,7081.488409,7325.549807,7611.968685,2461.31173
25242.31195,6398.665102,10815.06581,3803.566109,2753.389874,1471.625052,7338.863188,7486.233999,7863.380901,2553.833858
25121.36584,6352.771513,10771.9904,3788.416854,2742.423374,1465.763705,7306.978921,7444.388684,7826.988953,2543.009284
25278.69113,6339.284944,10870.02564,3822.895009,2767.382005,1479.103532,7364.205852,7470.114873,7880.49841,2563.871991
25665.95763,6222.427947,11159.36075,3924.651694,2841.043359,1518.473872,7523.080481,7500.627363,8019.269938,2622.979845
